PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
18650128,Interleukin-2,immunoregulatory cytokines,"Interleukin-2 (IL-2), one of the crucial immunoregulatory cytokines required for T lymphocyte activation, plays an important role in autoimmune diseases.",Association,0.8631654977798462,Association,0.8594125509262085,NO_RELATION,0.8888233304023743,False,0.8704671263694763,Association,0.8631654977798462,Accepted_By_Ensemble
18654609,Tumor necrosis factor,type-II transmembrane protein,"Tumor necrosis factor (TNF)-alpha is a type-II transmembrane protein that is cleaved by TNF-alpha-converting enzyme (TACE/ADAM-17) to release soluble TNF, a cytokine with potent antitumor properties whose use in clinical applications is limited by its severe systemic toxicity.",Association,0.8590295910835266,NO_RELATION,0.7815991044044495,NO_RELATION,0.9561285376548768,False,0.8655857443809509,,,Escalate_No_Majority
18654609,Tumor necrosis factor,TNF-alpha-converting enzyme,"Tumor necrosis factor (TNF)-alpha is a type-II transmembrane protein that is cleaved by TNF-alpha-converting enzyme (TACE/ADAM-17) to release soluble TNF, a cytokine with potent antitumor properties whose use in clinical applications is limited by its severe systemic toxicity.",Association,0.8425245881080627,NO_RELATION,0.7951227426528931,NO_RELATION,0.9469176530838012,False,0.8615216612815857,,,Escalate_No_Majority
18654609,Tumor necrosis factor,TACE/ADAM-17,"Tumor necrosis factor (TNF)-alpha is a type-II transmembrane protein that is cleaved by TNF-alpha-converting enzyme (TACE/ADAM-17) to release soluble TNF, a cytokine with potent antitumor properties whose use in clinical applications is limited by its severe systemic toxicity.",Association,0.8505274653434753,NO_RELATION,0.8082755208015442,NO_RELATION,0.9637648463249208,False,0.8741892774899801,NO_RELATION,0.9637648463249208,Accepted_By_Ensemble
18654609,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF)-alpha is a type-II transmembrane protein that is cleaved by TNF-alpha-converting enzyme (TACE/ADAM-17) to release soluble TNF, a cytokine with potent antitumor properties whose use in clinical applications is limited by its severe systemic toxicity.",Association,0.8463250398635864,NO_RELATION,0.7463797330856323,NO_RELATION,0.971136510372162,False,0.8546137611071268,,,Escalate_No_Majority
18657656,Interleukin-6,tissue factor,Interleukin-6 (IL-6) and tissue factor (TF) are elevated after myocardial ischemia during dobutamine stress echo (DSE).,Association,0.8389836549758911,Association,0.7511510252952576,Association,0.8342569470405579,True,0.8081305424372355,Association,0.8389836549758911,Accepted_By_Ensemble
18657656,Interleukin-6,TF,Interleukin-6 (IL-6) and tissue factor (TF) are elevated after myocardial ischemia during dobutamine stress echo (DSE).,Association,0.8425960540771484,Association,0.7504206299781799,Association,0.8394337892532349,True,0.8108168244361877,Association,0.8425960540771484,Accepted_By_Ensemble
18662782,Interleukin-18,pro-inflammatory cytokine,"Interleukin-18 (IL-18), a product of dendritic cells (DC), is a pro-inflammatory cytokine involved in the pathogenesis of allograft rejection, vascular disease, arthritis and diabetes.",Association,0.8813392519950867,Association,0.8634867668151855,NO_RELATION,0.9729264378547668,False,0.9059174855550131,Association,0.8813392519950867,Accepted_By_Ensemble
18662786,Interleukin-18,immunoregulatory,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.4562602639198303,Association,0.674123227596283,NO_RELATION,0.9150750041007996,False,0.681819498538971,,,Escalate_Single_Model
18662786,Interleukin-18,cytokines,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.4761911332607269,Association,0.7321218848228455,NO_RELATION,0.9252811074256896,False,0.7111980418364207,,,Escalate_Single_Model
18662786,Interleukin-18,interferon-gamma,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.5278449058532715,Association,0.7408881783485413,NO_RELATION,0.9756223559379578,False,0.7481184800465902,,,Escalate_Single_Model
18662786,Interleukin-18,IFN-gamma,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.5100195407867432,Association,0.7120734453201294,NO_RELATION,0.9893375635147096,False,0.7371435165405273,,,Escalate_Single_Model
18662786,Interleukin-18,granulocyte/macrophage colony-stimulating factor,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.5345844030380249,Association,0.7234494686126709,NO_RELATION,0.9809866547584534,False,0.7463401754697164,,,Escalate_Single_Model
18662786,Interleukin-18,GM-CSF,"Interleukin-18 (IL-18) has been reported to exert significant immunoregulatory effects on inhibiting tumor growth through stimulating natural killer (NK) cell cytotoxicity and promoting production of several cytokines, including interferon-gamma (IFN-gamma) and granulocyte/macrophage colony-stimulating factor (GM-CSF).",Association,0.4855892062187195,Association,0.7169978618621826,NO_RELATION,0.9916165471076964,False,0.7314012050628662,,,Escalate_Single_Model
18664628,Interleukin-7,cytokine,"Interleukin-7 (IL-7), a cytokine produced by stromal cells, is required for thymic development and peripheral homeostasis of most major subsets of T cells.",Association,0.8986164331436157,NO_RELATION,0.837009072303772,NO_RELATION,0.9767178893089294,False,0.9041144649187723,NO_RELATION,0.9767178893089294,Accepted_By_Ensemble
18675783,Tumor necrosis factor,TNFalpha,"Tumor necrosis factor alpha (TNFalpha) is a pro-inflammatory cytokine involved in innate immune response, as well as in the pathogenesis of many inflammatory diseases.",Association,0.8782764673233032,Association,0.7900537252426147,NO_RELATION,0.9840971231460572,False,0.8841424385706583,,,Escalate_No_Majority
18675783,Tumor necrosis factor,pro-inflammatory cytokine,"Tumor necrosis factor alpha (TNFalpha) is a pro-inflammatory cytokine involved in innate immune response, as well as in the pathogenesis of many inflammatory diseases.",Association,0.8791886568069458,Association,0.7892550826072693,NO_RELATION,0.8713133931159973,False,0.8465857108434042,,,Escalate_No_Majority
18678938,Granulocyte-macrophage colony-stimulating factor,haemopoietic growth factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a haemopoietic growth factor that acts though a ternary receptor signalling complex containing specific alpha (GMRalpha) and common beta (betac) receptor subunits.,Association,0.9112756848335266,Association,0.7463074326515198,NO_RELATION,0.9824966192245485,False,0.8800265789031982,,,Escalate_No_Majority
18678938,Granulocyte-macrophage colony-stimulating factor,GMRalpha,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a haemopoietic growth factor that acts though a ternary receptor signalling complex containing specific alpha (GMRalpha) and common beta (betac) receptor subunits.,Association,0.90228933095932,Association,0.7770546078681946,NO_RELATION,0.9904481768608092,False,0.8899307052294413,,,Escalate_No_Majority
18683214,Tumor necrosis factor,cytokines,"Tumor necrosis factor (TNF)-alpha and other cytokines are involved in the pathogenesis of acute myeloid leukemia (AML) and high-risk myelodysplastic syndromes (MDS), but their prognostic significance in these diseases is unknown.",Association,0.9003807306289673,Positive_regulation,0.2815357148647308,Association,0.9343072772026062,False,0.7054079075654348,Association,0.9343072772026062,Accepted_By_Ensemble
18688256,Interleukin-33,IL-1-like ligand,Interleukin-33 (IL-33) is an IL-1-like ligand for the ST2 receptor that stimulates the production of Th2-associated cytokines.,Association,0.898289680480957,Association,0.8432804346084595,NO_RELATION,0.9818913340568542,False,0.907820483048757,Association,0.898289680480957,Accepted_By_Ensemble
18688256,Interleukin-33,ST2 receptor,Interleukin-33 (IL-33) is an IL-1-like ligand for the ST2 receptor that stimulates the production of Th2-associated cytokines.,Association,0.8775556683540344,Association,0.8404976725578308,NO_RELATION,0.9888089299201964,False,0.9022874236106873,Association,0.8775556683540344,Accepted_By_Ensemble
18688256,Interleukin-33,Th2-associated cytokines,Interleukin-33 (IL-33) is an IL-1-like ligand for the ST2 receptor that stimulates the production of Th2-associated cytokines.,Association,0.8801332116127014,Association,0.8344862461090088,NO_RELATION,0.9881885647773744,False,0.9009360074996948,Association,0.8801332116127014,Accepted_By_Ensemble
18692472,Granulocyte-macrophage colony-stimulating factor,pleiotropic cytokine,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a pleiotropic cytokine that controls the production and function of blood cells, is deregulated in clinical conditions such as rheumatoid arthritis and leukemia, yet offers therapeutic value for other diseases.",Association,0.8862501978874207,Association,0.818859875202179,NO_RELATION,0.9645471572875975,False,0.8898857434590658,Association,0.8862501978874207,Accepted_By_Ensemble
18700950,Lymphotoxin-alpha,pro-inflammatory cytokine,Lymphotoxin-alpha (LTA) is a pro-inflammatory cytokine with anti-tumor activity.,Association,0.8312050700187683,Association,0.7927149534225464,NO_RELATION,0.9893251657485962,False,0.8710817297299703,,,Escalate_No_Majority
18709383,Stromal cell-derived factor 1,angiogenic factor,Stromal cell-derived factor 1 (SDF-1) is a potent chemotactic and angiogenic factor that has been proposed to play a role in the development of neovascularization.,Association,0.8813216686248779,Association,0.8559274077415466,NO_RELATION,0.9280317425727844,False,0.888426939646403,Association,0.8813216686248779,Accepted_By_Ensemble
18711124,Thymic stromal lymphopoietin,cytokine,"Thymic stromal lymphopoietin (TSLP) is a cytokine expressed by epithelial cells, including keratinocytes, and is important in allergic inflammation.",Association,0.8873744606971741,Association,0.5825382471084595,NO_RELATION,0.9829644560813904,False,0.8176257212956747,,,Escalate_No_Majority
18712274,Eotaxin,"Eotaxin 1,2 and 3","Eotaxin family (Eotaxin 1,2 and 3) recruits and activates CCR3-bearing cells such as eosinophil, mast cells, and Th2 lymphocytes that play a major role in allergic disorders.",Association,0.8298413157463074,Association,0.8605949282646179,NO_RELATION,0.979556441307068,False,0.8899975617726644,Association,0.8605949282646179,Accepted_By_Ensemble
18712412,Interleukin-6,Apc,"Interleukin-6 (IL-6) is necessary for cachexia in Apc ( Min/+ ) mice, but the mechanisms inducing this myofiber wasting have not been established.",Association,0.8118311762809753,NO_RELATION,0.6558984518051147,NO_RELATION,0.5879724025726318,False,0.685234010219574,,,Escalate_Single_Model
18713750,Hepatocyte growth factor,Kunitz-type transmembrane serine protease,Hepatocyte growth factor activator inhibitors (HAI)-1 and -2 are recently identified and closely related Kunitz-type transmembrane serine protease inhibitors.,Association,0.7661188840866089,Association,0.7928839325904846,NO_RELATION,0.9654456973075868,False,0.8414828379948934,,,Escalate_Single_Model
18719121,Tumor necrosis factor,TRADD,Tumor necrosis factor receptor 1-associated death domain protein (TRADD) is the core adaptor recruited to TNF receptor 1 (TNFR1) upon TNFalpha stimulation.,Association,0.8968715071678162,NO_RELATION,0.95695823431015,NO_RELATION,0.9841035604476928,False,0.9459777673085531,NO_RELATION,0.9841035604476928,Accepted_By_Ensemble
18719121,Tumor necrosis factor,TNF receptor 1,Tumor necrosis factor receptor 1-associated death domain protein (TRADD) is the core adaptor recruited to TNF receptor 1 (TNFR1) upon TNFalpha stimulation.,Association,0.8941037058830261,NO_RELATION,0.93160742521286,NO_RELATION,0.9453079700469972,False,0.9236730337142944,NO_RELATION,0.9453079700469972,Accepted_By_Ensemble
18719121,Tumor necrosis factor,TNFR1,Tumor necrosis factor receptor 1-associated death domain protein (TRADD) is the core adaptor recruited to TNF receptor 1 (TNFR1) upon TNFalpha stimulation.,Association,0.8931626081466675,NO_RELATION,0.935754656791687,NO_RELATION,0.9885776042938232,False,0.939164956410726,NO_RELATION,0.9885776042938232,Accepted_By_Ensemble
18719121,Tumor necrosis factor,TNFalpha,Tumor necrosis factor receptor 1-associated death domain protein (TRADD) is the core adaptor recruited to TNF receptor 1 (TNFR1) upon TNFalpha stimulation.,Association,0.8939395546913147,NO_RELATION,0.7438017725944519,NO_RELATION,0.9409102201461792,False,0.8595505158106486,,,Escalate_No_Majority
18719127,Interleukin-6,predictive factor,Interleukin-6 (IL-6) is systemically elevated in obesity and is a predictive factor to develop type 2 diabetes.,Association,0.8170949220657349,Association,0.8300305008888245,Positive_regulation,0.4905233085155487,False,0.7125495771567026,Association,0.8300305008888245,Accepted_By_Ensemble
18720075,Thymic stromal lymphopoietin,AR,Thymic stromal lymphopoietin (TSLP) played an important role in the pathogenesis of allergic rhinitis (AR) and can be regarded a potential therapeutic target for the management of AR.,Association,0.9019715785980223,Association,0.6924185156822205,Association,0.8915156722068787,True,0.8286352554957072,Association,0.9019715785980223,Accepted_By_Ensemble
18724870,Thymic stromal lymphopoietin,interleukin-7-like cytokine,"Thymic stromal lymphopoietin (TSLP), a novel interleukin-7-like cytokine, triggers dendritic cell-mediated inflammatory responses ultimately executed by T helper cells of the Th2 subtype.",Association,0.892698347568512,Association,0.8384610414505005,NO_RELATION,0.9850244522094728,False,0.9053946137428284,Association,0.892698347568512,Accepted_By_Ensemble
18758789,Interleukin-13,anti-inflammatory cytokine,Interleukin-13 (IL-13) is an anti-inflammatory cytokine produced in cells of hematopoetic origin.,Association,0.8223979473114014,Association,0.8124707937240601,NO_RELATION,0.9843379855155944,False,0.8730689088503519,Association,0.8223979473114014,Accepted_By_Ensemble
18763070,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF) is an important cytokine with multiple biological effects, including cell growth, differentiation, apoptosis, immune regulation and induction of inflammation.",Association,0.8648821711540222,Association,0.6225361227989197,NO_RELATION,0.9733405709266664,False,0.8202529549598694,,,Escalate_No_Majority
18765677,Granulocyte-macrophage colony-stimulating factor,proinflammatory cytokine,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a proinflammatory cytokine that has a central action to reduce food intake and body weight.,Association,0.7826746106147766,Association,0.6549472808837891,NO_RELATION,0.849174439907074,False,0.7622654438018799,,,Escalate_Single_Model
18768464,Tumor necrosis factor,TRAF6,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.913485825061798,Association,0.8527041673660278,NO_RELATION,0.9899369478225708,False,0.9187089800834656,Association,0.913485825061798,Accepted_By_Ensemble
18768464,Tumor necrosis factor,cytoplasmic domain,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.911357879638672,Association,0.6229628324508667,NO_RELATION,0.9663745164871216,False,0.8335650761922201,,,Escalate_No_Majority
18768464,Tumor necrosis factor,receptor activator,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.9147604703903198,Association,0.7017226219177246,NO_RELATION,0.971621870994568,False,0.8627016544342041,,,Escalate_No_Majority
18768464,Tumor necrosis factor,NF-kappaB,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.914896547794342,Association,0.8625843524932861,NO_RELATION,0.9808037877082824,False,0.9194282293319702,Association,0.914896547794342,Accepted_By_Ensemble
18768464,Tumor necrosis factor,RANK,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.9122194051742554,Association,0.8611039519309998,NO_RELATION,0.9858561754226683,False,0.9197265108426412,Association,0.9122194051742554,Accepted_By_Ensemble
18768464,Tumor necrosis factor,signaling complex,Tumor necrosis factor receptor-associated factor 6 (TRAF6) associates with the cytoplasmic domain of receptor activator of NF-kappaB (RANK) and is an essential component of the signaling complex mediating osteoclastogenesis.,Association,0.9164505004882812,Association,0.8414636850357056,NO_RELATION,0.9441314339637756,False,0.9006818731625875,Association,0.9164505004882812,Accepted_By_Ensemble
18769935,Hepatocyte growth factor,membrane-bound protease,"Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/spint-1 is a membrane-bound protease inhibitor that is thought to regulate the activities of hepatocyte growth factor activator, matriptase, hepsin, and prostasin.",Association,0.833625078201294,Association,0.6774278283119202,NO_RELATION,0.9721289873123168,False,0.8277272979418436,,,Escalate_No_Majority
18769935,Hepatocyte growth factor,hepatocyte growth factor activator,"Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/spint-1 is a membrane-bound protease inhibitor that is thought to regulate the activities of hepatocyte growth factor activator, matriptase, hepsin, and prostasin.",Association,0.7896743416786194,Association,0.6639261245727539,NO_RELATION,0.9909681677818298,False,0.814856211344401,,,Escalate_Single_Model
18769935,Hepatocyte growth factor,matriptase,"Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/spint-1 is a membrane-bound protease inhibitor that is thought to regulate the activities of hepatocyte growth factor activator, matriptase, hepsin, and prostasin.",Association,0.8173843026161194,Association,0.7729975581169128,NO_RELATION,0.9910902976989746,False,0.8604907194773356,,,Escalate_No_Majority
18769935,Hepatocyte growth factor,hepsin,"Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/spint-1 is a membrane-bound protease inhibitor that is thought to regulate the activities of hepatocyte growth factor activator, matriptase, hepsin, and prostasin.",Association,0.8444989323616028,Association,0.8193288445472717,NO_RELATION,0.992495059967041,False,0.8854409456253052,Association,0.8444989323616028,Accepted_By_Ensemble
18769935,Hepatocyte growth factor,prostasin,"Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/spint-1 is a membrane-bound protease inhibitor that is thought to regulate the activities of hepatocyte growth factor activator, matriptase, hepsin, and prostasin.",Association,0.8604753613471985,Association,0.4427950084209442,NO_RELATION,0.9942104816436768,False,0.7658269504706064,,,Escalate_No_Majority
18778286,Interleukin-2,cytokine,Interleukin-2 (IL-2) is an essential cytokine for T-lymphocyte homeostasis.,Association,0.8760384917259216,NO_RELATION,0.4304876029491424,NO_RELATION,0.9907038807868958,False,0.7657433251539866,,,Escalate_No_Majority
18784816,Hepatocyte growth factor,Bad,Hepatocyte growth factor (HGF) is known to promote renal epithelial cell survival by dual mechanisms involving Bad phosphorylation and Bcl-xL induction.,Association,0.7882299423217773,Association,0.7141494750976562,NO_RELATION,0.9309537410736084,False,0.811111052831014,,,Escalate_Single_Model
18784816,Hepatocyte growth factor,Bcl-xL,Hepatocyte growth factor (HGF) is known to promote renal epithelial cell survival by dual mechanisms involving Bad phosphorylation and Bcl-xL induction.,Association,0.7840330600738525,Association,0.7571132779121399,NO_RELATION,0.9087585210800172,False,0.8166349530220032,,,Escalate_Single_Model
18786924,Interleukin-18,pro-inflammatory cytokine,"Interleukin-18 (IL-18), a pro-inflammatory cytokine, is a key factor in inflammatory bowel disease (IBD).",Association,0.8815287947654724,Association,0.8741844892501831,NO_RELATION,0.6575933694839478,False,0.8044355511665344,Association,0.8815287947654724,Accepted_By_Ensemble
18787178,Thymic stromal lymphopoietin,IL-7-like cytokine,"Thymic stromal lymphopoietin (TSLP) is an IL-7-like cytokine that triggers dendritic cell-mediated T helper (Th)2 inflammatory responses, and is implicated in the pathogenesis of allergic diseases in humans.",Association,0.8872735500335693,Association,0.8450798988342285,NO_RELATION,0.9768407344818116,False,0.9030647277832031,Association,0.8872735500335693,Accepted_By_Ensemble
18787381,Interleukin-6,immune-modulatory cytokine,Interleukin-6 (IL-6) is a key pro-inflammatory and immune-modulatory cytokine of relevance for cardiovascular (CD) diseases.,Association,0.8755950927734375,Association,0.8692898750305176,Association,0.7474017143249512,True,0.8307622273763021,Association,0.8755950927734375,Accepted_By_Ensemble
18787736,Hepatocyte growth factor,multifunctional cytokine,"Hepatocyte growth factor (HGF) is a multifunctional cytokine that has been found to be elevated in tuberculous and bacterial meningitis, but no evaluation has been undertaken of its usefulness in identifying various forms of aseptic meningitis.",Association,0.7377446889877319,Association,0.5841137766838074,Association,0.930291712284088,True,0.7507167259852091,,,Escalate_Single_Model
18789072,Interleukin-18,pleiotropic cytokine,Interleukin-18 (IL-18) is a pleiotropic cytokine expressed in both immune and non-immune cells.,Association,0.8532822728157043,Association,0.8417214751243591,NO_RELATION,0.9912618398666382,False,0.8954218626022339,Association,0.8532822728157043,Accepted_By_Ensemble
18789440,Interferon gamma,anti-microbial cytokine,"Interferon gamma (IFN-gamma) is an immunomodulatory and anti-microbial cytokine, which has a variety of proatherogenic effects.",Association,0.4938086569309234,Association,0.801724374294281,NO_RELATION,0.9792313575744628,False,0.7582547962665558,,,Escalate_No_Majority
18789870,Interleukin-4,pleiotropic cytokine,Interleukin-4 (IL-4) is a pleiotropic cytokine with broad spectrum of biological effects on target cells.,Association,0.8755288124084473,Association,0.7793424129486084,NO_RELATION,0.9923882484436036,False,0.8824198246002197,,,Escalate_No_Majority
18801705,Interferon gamma,IFNgamma,Interferon gamma (IFNgamma) is a critical component of the pro-inflammatory immune response that provides protection against Mycobacterium tuberculosis.,Association,0.6442550420761108,Association,0.8693237900733948,NO_RELATION,0.9931607246398926,False,0.8355798522631327,,,Escalate_No_Majority
18811622,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor (TNF-)alpha is a proinflammatory cytokine that is important in the innate host defence and thus in the defence of infectious agents.,Association,0.8680353760719299,Association,0.801193356513977,NO_RELATION,0.977886438369751,False,0.882371723651886,Association,0.8680353760719299,Accepted_By_Ensemble
18814840,Tumor necrosis factor,TNFalpha,"Tumor necrosis factor alpha (TNFalpha) is a pleiotropic cytokine involved in apoptotic cell death, cellular proliferation, differentiation, inflammation, and tumorigenesis.",Association,0.8815344572067261,Association,0.7986590266227722,NO_RELATION,0.9857207536697388,False,0.8886380791664124,,,Escalate_No_Majority
18814840,Tumor necrosis factor,pleiotropic cytokine,"Tumor necrosis factor alpha (TNFalpha) is a pleiotropic cytokine involved in apoptotic cell death, cellular proliferation, differentiation, inflammation, and tumorigenesis.",Association,0.8885603547096252,Association,0.8243273496627808,NO_RELATION,0.9586637616157532,False,0.8905171553293864,Association,0.8885603547096252,Accepted_By_Ensemble
18814905,Tumor necrosis factor,primary pro-inflammatory cytokines,Tumor necrosis factor alpha (TNF-alpha) is a primary pro-inflammatory cytokines and has been implicated in cardiovascular disease pathogenesis.,Association,0.866998553276062,Association,0.8004328012466431,NO_RELATION,0.7797891497612,False,0.815740168094635,Association,0.866998553276062,Accepted_By_Ensemble
18817982,Tumor necrosis factor,tumor necrosis factor superfamily,Tumor necrosis factor-like weak inducer of apoptosis (TWEAK) is a member of the tumor necrosis factor superfamily (TNFSF).,Association,0.880066454410553,Association,0.8432371020317078,NO_RELATION,0.9953813552856444,False,0.9062283039093018,Association,0.880066454410553,Accepted_By_Ensemble
18817982,Tumor necrosis factor,TNFSF,Tumor necrosis factor-like weak inducer of apoptosis (TWEAK) is a member of the tumor necrosis factor superfamily (TNFSF).,Association,0.8623927235603333,Association,0.8188731074333191,NO_RELATION,0.996842622756958,False,0.8927028179168701,Association,0.8623927235603333,Accepted_By_Ensemble
18829614,Hepatocyte growth factor,pleiotropic protein,"Hepatocyte growth factor (HGF) is a pleiotropic protein with renoprotective functions, which have been attributed at least in part to its ability to counteract the profibrotic effects of transforming growth factor beta (TGF-beta).",Association,0.7639888525009155,Positive_regulation,0.3213879764080047,NO_RELATION,0.7516383528709412,False,0.6123383939266205,,,Escalate_No_Confident_Model
18829614,Hepatocyte growth factor,transforming growth factor beta,"Hepatocyte growth factor (HGF) is a pleiotropic protein with renoprotective functions, which have been attributed at least in part to its ability to counteract the profibrotic effects of transforming growth factor beta (TGF-beta).",Association,0.5820016860961914,Association,0.6647747159004211,NO_RELATION,0.8765385746955872,False,0.7077716588973999,,,Escalate_Single_Model
18829614,Hepatocyte growth factor,TGF-beta,"Hepatocyte growth factor (HGF) is a pleiotropic protein with renoprotective functions, which have been attributed at least in part to its ability to counteract the profibrotic effects of transforming growth factor beta (TGF-beta).",Association,0.6786593794822693,Association,0.6924664378166199,NO_RELATION,0.6573850512504578,False,0.676170289516449,,,Escalate_No_Confident_Model
18832587,Hepatocyte growth factor,"membrane-bound, serine proteinase inhibitor","Hepatocyte growth factor activator inhibitor type 1 (HAI-1)/serine protease inhibitor, Kunitz type 1 (SPINT1) is a membrane-bound, serine proteinase inhibitor initially identified as an inhibitor of hepatocyte growth factor activator.",Association,0.507524847984314,Association,0.4791536331176758,NO_RELATION,0.9871408939361572,False,0.6579397916793823,,,Escalate_Single_Model
18836528,Interleukin-33,IL-1-like cytokine ligand,"Interleukin-33 (IL-33) is an IL-1-like cytokine ligand for the IL-1 receptor-related protein ST2, that activates mast cells and Th2 lymphocytes, and induces production of Th2-associated cytokines in vivo.",Association,0.885256290435791,Association,0.83784019947052,NO_RELATION,0.9886041879653932,False,0.9039002259572347,Association,0.885256290435791,Accepted_By_Ensemble
18836528,Interleukin-33,IL-1 receptor-related protein ST2,"Interleukin-33 (IL-33) is an IL-1-like cytokine ligand for the IL-1 receptor-related protein ST2, that activates mast cells and Th2 lymphocytes, and induces production of Th2-associated cytokines in vivo.",Association,0.8703421950340271,Association,0.8457322716712952,NO_RELATION,0.9919463992118835,False,0.902673621972402,Association,0.8703421950340271,Accepted_By_Ensemble
18836528,Interleukin-33,Th2-associated cytokines,"Interleukin-33 (IL-33) is an IL-1-like cytokine ligand for the IL-1 receptor-related protein ST2, that activates mast cells and Th2 lymphocytes, and induces production of Th2-associated cytokines in vivo.",Association,0.8705305457115173,Association,0.4988031387329101,NO_RELATION,0.9783629179000854,False,0.7825655341148376,,,Escalate_No_Majority
18836588,Thymic stromal lymphopoietin,interleukin (IL)-7-like cytokine,Thymic stromal lymphopoietin (TSLP) is an interleukin (IL)-7-like cytokine and has been shown to be one of the factors released by epithelial cells following allergen contact with an important role instructing dendritic cells (DCs) to induce a T-helper type 2 (Th2) response.,Association,0.8792563080787659,Association,0.8078762292861938,NO_RELATION,0.9834226369857788,False,0.8901850581169128,Association,0.8792563080787659,Accepted_By_Ensemble
18848698,Interferon gamma,IFNgamma,Interferon gamma (IFNgamma) plays a central role in the immune response against infection and tumur immune surveillance.,Association,0.7983630299568176,Association,0.8785440921783447,NO_RELATION,0.9952861666679382,False,0.8907310962677002,,,Escalate_No_Majority
18931688,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF superfamily and has been shown to induce apoptosis in cancer cells but not normal cells.,Association,0.9023144245147704,NO_RELATION,0.7073974609375,NO_RELATION,0.9847705960273744,False,0.8648274938265482,,,Escalate_No_Majority
18931688,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF superfamily and has been shown to induce apoptosis in cancer cells but not normal cells.,Association,0.8959394693374634,NO_RELATION,0.8188032507896423,NO_RELATION,0.989912450313568,False,0.9015517234802246,NO_RELATION,0.989912450313568,Accepted_By_Ensemble
18931688,Tumor necrosis factor,TNF superfamily,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF superfamily and has been shown to induce apoptosis in cancer cells but not normal cells.,Association,0.9049752354621888,NO_RELATION,0.7662509083747864,NO_RELATION,0.9875593781471252,False,0.8862618406613668,,,Escalate_No_Majority
